email_id,subject,body,label
18294,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 083 582 9223. Limited time offer!!!,spam
15063,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Johannesburg. WhatsApp 083 519 2929. Guaranteed returns!!!",spam
83680,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 1 will be implemented from 17:00 to 16:00 today. Check your schedule.,ham
94868,Standard Bank: Payment received,Thank you for your payment of R131. Your account has been credited. Next billing date: 17/06/2024.,ham
76038,Woolworths: Flash sale today,FLASH SALE! 20% off storewide for 24 hours only! Shop online or in-store.,ham
94562,Game: Order Confirmation,Thank you for your order! Order number: WW621733. Total: R2441. Expected delivery: 3-5 business days to Port Elizabeth.,ham
76120,Absa: Transaction notification,You have successfully transferred R3109 to Sipho. Reference: Rent. Balance: R15536.,ham
36523,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
91198,Pick n Pay: Order Confirmation,Thank you for your order! Order number: TA339657. Total: R3006. Expected delivery: 3-5 business days to Port Elizabeth.,ham
91171,Makro - Your order has been dispatched,"Hi Nomsa, Great news! Your order #TA545625 has been dispatched and will arrive in 2-3 business days.",ham
32022,FNB ALERT: Suspicious activity detected,Your FNB account shows unusual transactions. Verify immediately: http://FNB-secure.net. Account will be locked in 6 hours!,spam
8573,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Johannesburg. Order now R499. SMS MAN to 081 789 6116.,spam
66451,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Sandton. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 082 979 1557.",spam
75515,Mr Price: Flash sale today,FLASH SALE! 40% off storewide for 24 hours only! Shop online or in-store.,ham
20108,"Cash loan approved! R50,000 in your account today!","GOOD NEWS! Your loan of R500,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 081 848 2313.",spam
54622,"Make R500,000 per day working from home!!!","Amazing opportunity to earn R10,000 daily from home in Pretoria! No experience needed! Send R299 registration fee. WhatsApp 082 828 8731 NOW!!!",spam
2500,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
58253,Hot singles in Johannesburg want to meet you tonight!,22 single ladies in Sandton are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
2377,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
40602,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 081 849 3450.,spam
18618,Hot singles in Soweto want to meet you tonight!,28 single ladies in Sandton are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
94797,Your Capitec statement is ready,"Dear Customer, Your monthly statement for account ending in 6355 is now available on Online Banking. Please log in to view your transactions.",ham
15654,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
13214,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 081 239 6756.,spam
45361,"WORK FOR GOOGLE - R500,000 per week from home","Google is hiring in South Africa! Work from home! Earn R50,000/week doing simple tasks. Send R199 registration to 084 440 4504. Start immediately!",spam
61873,"Cash loan approved! R50,000 in your account today!","GOOD NEWS! Your loan of R10,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 072 541 4736.",spam
54772,Get rich with Bitcoin investment!!!,"Turn R1,000 into R250,000 in one week with our Bitcoin system! Join traders in Cape Town. WhatsApp 074 380 3011. Guaranteed returns!!!",spam
51589,"You've won R500,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R10,000 prize, send your ID and bank details to 083 963 9335.",spam
97925,Capitec: Payment received,Thank you for your payment of R3622. Your account has been credited. Next billing date: 4/06/2024.,ham
99375,City of Port Elizabeth: Municipal account,Your municipal account for May 2024 is available. Amount due: R1061. Payment due: 27/06/2024.,ham
79526,FNB: Payment received,Thank you for your payment of R4352. Your account has been credited. Next billing date: 6/06/2024.,ham
18097,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
6010,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
35790,"FOREX TRADING - Make R500,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Port Elizabeth will teach you. Only R1,500 for the course. WhatsApp 074 568 3287.",spam
94241,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
39370,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Pretoria. WhatsApp 073 418 1035. Guaranteed returns!!!",spam
4753,"FOREX TRADING - Make R500,000 daily guaranteed!!!","Learn to trade Forex and make R50,000 every day! Our traders in Rosebank will teach you. Only R1,500 for the course. WhatsApp 082 200 9547.",spam
12603,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
91843,SARS eFiling: Submit your tax return,"Dear Taxpayer, The deadline for individual tax returns is 24 October 2024. File online at www.sarsefiling.co.za.",ham
93608,Absa: Payment received,Thank you for your payment of R3145. Your account has been credited. Next billing date: 22/06/2024.,ham
27006,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
50249,WARNING: Computer infected with 47 viruses!,ALERT! Your device has 24 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
70190,Standard Bank: Payment received,Thank you for your payment of R2248. Your account has been credited. Next billing date: 11/06/2024.,ham
59050,URGENT: Verify your Absa account NOW,Your Nedbank account has been suspended. Click here immediately to verify: http://Nedbank-verify.com. Failure to verify within 24 hours will result in closure.,spam
29172,Hot singles in Cape Town want to meet you tonight!,35 single ladies in Port Elizabeth are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
76113,Uber: Trip receipt,Thanks for riding! Trip from Sandton to Pretoria: R90. Driver: Mandla (4.9 stars). Paid via card.,ham
96719,Absa: Balance inquiry result,Your Nedbank account balance: R18597. Available balance: R18597. Last transaction: Debit R2182.,ham
62915,URGENT: Verify your Nedbank account NOW,Your Nedbank account has been suspended. Click here immediately to verify: http://Nedbank-verify.com. Failure to verify within 24 hours will result in closure.,spam
19964,"You've won R100,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R250,000 prize, send your ID and bank details to 073 192 2668.",spam
65969,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 081 841 7406.,spam
9628,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 073 886 3625. Approval within 24 hours!!!",spam
49323,Get rich with Bitcoin investment!!!,"Turn R1,000 into R10,000 in one week with our Bitcoin system! Join traders in Johannesburg. WhatsApp 073 262 7584. Guaranteed returns!!!",spam
98379,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 4 will be implemented from 10:00 to 10:00 today. Check your schedule.,ham
51179,Get rich with Bitcoin investment!!!,"Turn R1,000 into R50,000 in one week with our Bitcoin system! Join traders in Sandton. WhatsApp 071 232 8540. Guaranteed returns!!!",spam
67959,URGENT: Verify your Standard Bank account NOW,Your Capitec account has been suspended. Click here immediately to verify: http://Capitec-verify.com. Failure to verify within 24 hours will result in closure.,spam
95337,Shoprite: Delivery update,Your order #MK472048 is out for delivery. Estimated arrival: 13 minutes. Total: R4720.,ham
45256,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Johannesburg. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 083 819 6655.",spam
37240,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
58356,Hot singles in Rosebank want to meet you tonight!,35 single ladies in Port Elizabeth are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
5706,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 074 559 9652. Limited time offer!!!,spam
78301,City of Port Elizabeth: Municipal account,Your municipal account for May 2024 is available. Amount due: R513. Payment due: 13/06/2024.,ham
60671,Hot singles in Rosebank want to meet you tonight!,13 single ladies in Rosebank are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
21414,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
62248,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
19643,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Pretoria. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 073 364 5637.",spam
36690,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
32425,WARNING: Computer infected with 43 viruses!,ALERT! Your device has 20 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
26850,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Durban. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 073 811 9312.",spam
31411,"You've won R50,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R250,000 prize, send your ID and bank details to 072 709 4506.",spam
1820,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 083 366 7258.,spam
52844,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 084 493 5300.,spam
61322,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Cape Town. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 072 904 8088.",spam
9165,Hot singles in Sandton want to meet you tonight!,37 single ladies in Cape Town are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
57847,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Rosebank. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 071 786 5905.",spam
50071,Capitec ALERT: Suspicious activity detected,Your FNB account shows unusual transactions. Verify immediately: http://FNB-secure.net. Account will be locked in 6 hours!,spam
9468,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 084 878 1148. Approval within 24 hours!!!",spam
62042,URGENT: Verify your African Bank account NOW,Your Standard Bank account has been suspended. Click here immediately to verify: http://Standard Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
20305,"You've won R50,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R100,000 prize, send your ID and bank details to 083 535 6002.",spam
28413,"WORK FOR GOOGLE - R100,000 per week from home","Google is hiring in South Africa! Work from home! Earn R100,000/week doing simple tasks. Send R199 registration to 084 733 4366. Start immediately!",spam
33524,"FOREX TRADING - Make R500,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Johannesburg will teach you. Only R1,500 for the course. WhatsApp 073 298 7946.",spam
22378,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
11664,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
83713,Your Capitec statement is ready,"Dear Customer, Your monthly statement for account ending in 3836 is now available on Online Banking. Please log in to view your transactions.",ham
1592,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Sandton. Order now R499. SMS MAN to 081 401 8023.,spam
22385,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 071 656 2702.,spam
86056,Checkers: Order Confirmation,Thank you for your order! Order number: WW939015. Total: R3046. Expected delivery: 3-5 business days to Port Elizabeth.,ham
17996,"Make R250,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Port Elizabeth! No experience needed! Send R299 registration fee. WhatsApp 074 409 6944 NOW!!!",spam
31718,"Cash loan approved! R10,000 in your account today!","GOOD NEWS! Your loan of R500,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 074 365 7014.",spam
96297,Uber: Trip receipt,Thanks for riding! Trip from Sandton to Rosebank: R1405. Driver: Thandi (4.9 stars). Paid via card.,ham
9860,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Soweto. WhatsApp 073 211 1367. Guaranteed returns!!!",spam
98947,Capitec: Transaction notification,You have successfully transferred R3992 to David. Reference: Shopping. Balance: R30274.,ham
11771,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
39846,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
82605,Telkom: Your bundle expires soon,"Hi, your 2GB data bundle expires on 27/05/2024. Dial *136# to renew or buy more bundles.",ham
9846,Congratulations! iPhone 15 Pro for FREE,Your cell number won an iPhone 15 Pro! Claim by paying R350 courier fee. Send proof to 072 314 5674. Limited time offer!!!,spam
78688,Vodacom: Your bundle expires soon,"Hi, your 5GB data bundle expires on 22/05/2024. Dial *136# to renew or buy more bundles.",ham
31897,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Sandton. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 073 447 9017.",spam
37073,Get rich with Bitcoin investment!!!,"Turn R1,000 into R100,000 in one week with our Bitcoin system! Join traders in Johannesburg. WhatsApp 082 570 5327. Guaranteed returns!!!",spam
7474,"Make R100,000 per day working from home!!!","Amazing opportunity to earn R100,000 daily from home in Pretoria! No experience needed! Send R299 registration fee. WhatsApp 071 415 3126 NOW!!!",spam
7048,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Durban. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 074 489 7084.",spam
12724,URGENT: Verify your FNB account NOW,Your Absa account has been suspended. Click here immediately to verify: http://Absa-verify.com. Failure to verify within 24 hours will result in closure.,spam
43290,WARNING: Computer infected with 28 viruses!,ALERT! Your device has 49 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
43708,Hot singles in Port Elizabeth want to meet you tonight!,16 single ladies in Soweto are online NOW and want to meet you! Browse profiles FREE! Click: http://dating-tonight.co.za,spam
81504,Shoprite: Order Confirmation,Thank you for your order! Order number: TA665357. Total: R2973. Expected delivery: 3-5 business days to Soweto.,ham
1485,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
96769,FNB: Transaction notification,You have successfully transferred R1696 to Peter. Reference: Payment. Balance: R28864.,ham
9640,African Bank ALERT: Suspicious activity detected,Your FNB account shows unusual transactions. Verify immediately: http://FNB-secure.net. Account will be locked in 6 hours!,spam
30033,"WORK FOR GOOGLE - R50,000 per week from home","Google is hiring in South Africa! Work from home! Earn R100,000/week doing simple tasks. Send R199 registration to 072 759 3211. Start immediately!",spam
43713,"You have inherited R250,000 from Nigeria","Dear Friend, Your relative has left you R50,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
93592,Nedbank: Balance inquiry result,Your Standard Bank account balance: R44607. Available balance: R44607. Last transaction: Debit R4021.,ham
4694,WARNING: Computer infected with 24 viruses!,ALERT! Your device has 26 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
67712,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 073 932 5376.,spam
81067,Nedbank: Transaction notification,You have successfully transferred R2957 to Sarah. Reference: Groceries. Balance: R24117.,ham
61586,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
7379,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
63050,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R500,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
8407,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
82038,Uber: Trip receipt,Thanks for riding! Trip from Sandton to Pretoria: R4747. Driver: Thandi (4.9 stars). Paid via card.,ham
39910,WARNING: Computer infected with 42 viruses!,ALERT! Your device has 50 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
36443,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
72910,Cell C: Welcome bonus,Welcome to Vodacom! You've received 2GB free data as a welcome gift. Valid for 7 days.,ham
55891,URGENT: Verify your FNB account NOW,Your African Bank account has been suspended. Click here immediately to verify: http://African Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
18822,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Cape Town. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 082 434 4885.",spam
41107,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Port Elizabeth. Order now R499. SMS MAN to 074 506 7032.,spam
6906,Get rich with Bitcoin investment!!!,"Turn R1,000 into R500,000 in one week with our Bitcoin system! Join traders in Rosebank. WhatsApp 073 191 3958. Guaranteed returns!!!",spam
6913,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 074 408 6151. Approval within 24 hours!!!",spam
10907,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Johannesburg. Order now R499. SMS MAN to 074 851 6683.,spam
17752,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Port Elizabeth. Order now R499. SMS MAN to 073 372 9532.,spam
31924,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
33456,WARNING: Computer infected with 33 viruses!,ALERT! Your device has 28 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
4670,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Cape Town. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 072 567 2691.",spam
4623,"FOREX TRADING - Make R10,000 daily guaranteed!!!","Learn to trade Forex and make R10,000 every day! Our traders in Cape Town will teach you. Only R1,500 for the course. WhatsApp 082 375 8124.",spam
93637,Vodacom: Welcome bonus,Welcome to Rain! You've received 2GB free data as a welcome gift. Valid for 7 days.,ham
61339,WIN a brand new BMW X5 - Enter FREE!!!,You've been selected to win a BMW X5 worth R1.2 million! Click this link and enter your details. Winner announced next week!!!,spam
15163,"FOREX TRADING - Make R250,000 daily guaranteed!!!","Learn to trade Forex and make R500,000 every day! Our traders in Durban will teach you. Only R1,500 for the course. WhatsApp 083 603 6580.",spam
43132,WARNING: Computer infected with 28 viruses!,ALERT! Your device has 16 viruses! Battery damaged 28%! Click here immediately to download fix: http://antivirus-sa.com. Device will stop working in 6 hours!,spam
20709,Government grant - R5000 per month available,"Are you unemployed? Government released new grants of R5,000/month. Apply now! Send ID and R150 application fee to 084 771 2332. Approval within 24 hours!!!",spam
3954,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 071 998 7448.,spam
65664,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Durban. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 072 203 3659.",spam
15135,"Cash loan approved! R50,000 in your account today!","GOOD NEWS! Your loan of R10,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 082 858 8871.",spam
33330,"You've won R100,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R250,000 prize, send your ID and bank details to 081 223 3393.",spam
78279,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 2 will be implemented from 21:00 to 11:00 today. Check your schedule.,ham
69684,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Johannesburg. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 082 239 7003.",spam
19531,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 083 119 9820.,spam
80152,City of Johannesburg: Municipal account,Your municipal account for May 2024 is available. Amount due: R2994. Payment due: 11/06/2024.,ham
27679,"WORK FOR GOOGLE - R500,000 per week from home","Google is hiring in South Africa! Work from home! Earn R250,000/week doing simple tasks. Send R199 registration to 081 622 9434. Start immediately!",spam
11906,"You've won R500,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R50,000 prize, send your ID and bank details to 081 601 1552.",spam
34662,Miracle weight loss - Lose 20kg in 2 weeks!,Doctor approved! Lose 20kg in just 14 days! Order now for only R599. SMS SLIM to 083 836 3825.,spam
48603,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R50,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
30192,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Soweto. Order now R499. SMS MAN to 071 361 1756.,spam
91970,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 1 will be implemented from 10:00 to 9:00 today. Check your schedule.,ham
804,"Make R50,000 per day working from home!!!","Amazing opportunity to earn R500,000 daily from home in Pretoria! No experience needed! Send R299 registration fee. WhatsApp 073 682 1157 NOW!!!",spam
17115,"FOREX TRADING - Make R500,000 daily guaranteed!!!","Learn to trade Forex and make R250,000 every day! Our traders in Durban will teach you. Only R1,500 for the course. WhatsApp 081 245 3852.",spam
14626,URGENT: Verify your FNB account NOW,Your African Bank account has been suspended. Click here immediately to verify: http://African Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
41101,Sangoma love spells - 100% guaranteed,"Powerful traditional healer in Pretoria. Bring back lost lover in 24 hours! Money spells, luck spells. Call Mama Zodwa 082 181 3365.",spam
87292,Woolworths: Delivery update,Your order #TA607306 is out for delivery. Estimated arrival: 9 minutes. Total: R2295.,ham
19405,"You've won R500,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R50,000 prize, send your ID and bank details to 074 353 8468.",spam
60790,Male enhancement pills - 100% natural,Increase your size by 5cm in 30 days! Thousands of satisfied SA men! Discreet delivery to Durban. Order now R499. SMS MAN to 084 251 4555.,spam
17379,CLICK HERE - See who viewed your Facebook profile,Want to know who's checking your profile? Click here to see who viewed your Facebook profile: http://fb-profile-viewer.com. 100% free!,spam
79240,Eskom Load Shedding Schedule Update,Loadshedding Update: Stage 6 will be implemented from 22:00 to 18:00 today. Check your schedule.,ham
94869,Telkom: Welcome bonus,Welcome to Cell C! You've received 5GB free data as a welcome gift. Valid for 7 days.,ham
9526,"You have inherited R10,000 from Nigeria","Dear Friend, Your relative has left you R10,000. To process this inheritance, we need your banking details and R2,000 legal fee.",spam
80245,Telkom: Welcome bonus,Welcome to Rain! You've received 20GB free data as a welcome gift. Valid for 7 days.,ham
81093,Pick n Pay: Delivery update,Your order #MK967983 is out for delivery. Estimated arrival: 13 minutes. Total: R1086.,ham
48863,URGENT: Verify your Standard Bank account NOW,Your Standard Bank account has been suspended. Click here immediately to verify: http://Standard Bank-verify.com. Failure to verify within 24 hours will result in closure.,spam
69161,"WORK FOR GOOGLE - R500,000 per week from home","Google is hiring in South Africa! Work from home! Earn R10,000/week doing simple tasks. Send R199 registration to 084 189 3350. Start immediately!",spam
91545,Cell C: Your bundle expires soon,"Hi, your 2GB data bundle expires on 2/05/2024. Dial *136# to renew or buy more bundles.",ham
96,"Cash loan approved! R100,000 in your account today!","GOOD NEWS! Your loan of R100,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 083 881 3626.",spam
39111,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R250,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
64154,"WORK FOR GOOGLE - R50,000 per week from home","Google is hiring in South Africa! Work from home! Earn R250,000/week doing simple tasks. Send R199 registration to 082 550 8195. Start immediately!",spam
61129,"FOREX TRADING - Make R500,000 daily guaranteed!!!","Learn to trade Forex and make R250,000 every day! Our traders in Cape Town will teach you. Only R1,500 for the course. WhatsApp 083 358 4568.",spam
55093,PayPal account suspended - Verify immediately,Your PayPal account has been limited due to unusual activity. Verify within 24 hours: http://paypal-verify-sa.com. Enter card details to confirm.,spam
92193,DStv: Subscription payment reminder,"Hi, your DStv Premium subscription of R829 is due on 22/05/2024. Pay online or via the app.",ham
16745,"You've won R50,000 in the Lotto!","CONGRATULATIONS!!! You have been selected as a winner in the South African National Lottery. To claim your R100,000 prize, send your ID and bank details to 071 403 2127.",spam
62297,FINAL NOTICE - SARS Tax Refund Awaiting,"You have an unclaimed tax refund of R100,000 from SARS. Click this link to claim: http://sars-refund-portal.co.za. Enter your ID and banking details.",spam
7042,"WORK FOR GOOGLE - R50,000 per week from home","Google is hiring in South Africa! Work from home! Earn R250,000/week doing simple tasks. Send R199 registration to 084 644 8490. Start immediately!",spam
89377,Game - Your order has been dispatched,"Hi David, Great news! Your order #WW698502 has been dispatched and will arrive in 2-3 business days.",ham
54691,"FOREX TRADING - Make R100,000 daily guaranteed!!!","Learn to trade Forex and make R250,000 every day! Our traders in Sandton will teach you. Only R1,500 for the course. WhatsApp 072 625 6122.",spam
88319,Capitec: Payment received,Thank you for your payment of R1207. Your account has been credited. Next billing date: 18/06/2024.,ham
64578,"Cash loan approved! R250,000 in your account today!","GOOD NEWS! Your loan of R50,000 has been PRE-APPROVED! Money in account within 1 hour! Blacklisted? No problem! Send ID to 084 361 9210.",spam
53183,"Make R10,000 per day working from home!!!","Amazing opportunity to earn R100,000 daily from home in Cape Town! No experience needed! Send R299 registration fee. WhatsApp 081 205 2986 NOW!!!",spam
